actual_name,predicted_name,is_correct,predicted_image_path,known_image_path,distance
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0005.jpg,../unknown_faces\Colin_Powell_0232.jpg,0.11359615623950958
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0031.jpg,../unknown_faces\Colin_Powell_0233.jpg,0.12424264848232269
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0028.jpg,../unknown_faces\Colin_Powell_0234.jpg,0.17676037549972534
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0117.jpg,../unknown_faces\Colin_Powell_0235.jpg,0.16592231392860413
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0013.jpg,../unknown_faces\Colin_Powell_0236.jpg,0.17881403863430023
Conan_OBrien,Conan_OBrien,True,../known_faces\Conan_OBrien\Conan_OBrien_0002.jpg,../unknown_faces\Conan_OBrien_0003.jpg,
Conan_OBrien,Conan_OBrien,True,../known_faces\Conan_OBrien\Conan_OBrien_0002.jpg,../unknown_faces\Conan_OBrien_0004.jpg,0.3535822629928589
Conchita_Martinez,Conchita_Martinez,True,../known_faces\Conchita_Martinez\Conchita_Martinez_0001.jpg,../unknown_faces\Conchita_Martinez_0002.jpg,0.2524242401123047
Conchita_Martinez,Conchita_Martinez,True,../known_faces\Conchita_Martinez\Conchita_Martinez_0001.jpg,../unknown_faces\Conchita_Martinez_0003.jpg,
Condoleezza_Rice,Condoleezza_Rice,True,../known_faces\Condoleezza_Rice\Condoleezza_Rice_0004.jpg,../unknown_faces\Condoleezza_Rice_0006.jpg,0.16300372779369354
Condoleezza_Rice,Condoleezza_Rice,True,../known_faces\Condoleezza_Rice\Condoleezza_Rice_0002.jpg,../unknown_faces\Condoleezza_Rice_0007.jpg,0.24226368963718414
Condoleezza_Rice,Condoleezza_Rice,True,../known_faces\Condoleezza_Rice\Condoleezza_Rice_0002.jpg,../unknown_faces\Condoleezza_Rice_0008.jpg,0.16576223075389862
Condoleezza_Rice,Condoleezza_Rice,True,../known_faces\Condoleezza_Rice\Condoleezza_Rice_0002.jpg,../unknown_faces\Condoleezza_Rice_0009.jpg,0.20277070999145508
Condoleezza_Rice,Condoleezza_Rice,True,../known_faces\Condoleezza_Rice\Condoleezza_Rice_0002.jpg,../unknown_faces\Condoleezza_Rice_0010.jpg,0.2523927092552185
Condoleezza_Rice,Condoleezza_Rice,True,../known_faces\Condoleezza_Rice\Condoleezza_Rice_0003.jpg,../unknown_faces\Condoleezza_Rice_0011.jpg,0.13977733254432678
Constance_Marie,Erika_Harold,False,../known_faces\Erika_Harold\Erika_Harold_0002.jpg,../unknown_faces\Constance_Marie_0002.jpg,
Constance_Marie,Laura_Hernandez,False,../known_faces\Laura_Hernandez\Laura_Hernandez_0001.jpg,../unknown_faces\Constance_Marie_0003.jpg,
Coretta_Scott_King,Ashanti,False,../known_faces\Ashanti\Ashanti_0002.jpg,../unknown_faces\Coretta_Scott_King_0002.jpg,
Coretta_Scott_King,Coretta_Scott_King,True,../known_faces\Coretta_Scott_King\Coretta_Scott_King_0001.jpg,../unknown_faces\Coretta_Scott_King_0003.jpg,0.31642141938209534
Corinne_Coman,Corinne_Coman,True,../known_faces\Corinne_Coman\Corinne_Coman_0001.jpg,../unknown_faces\Corinne_Coman_0002.jpg,0.23546206951141357
Costas_Simitis,Vladimir_Putin,False,../known_faces\Vladimir_Putin\Vladimir_Putin_0011.jpg,../unknown_faces\Costas_Simitis_0004.jpg,
Costas_Simitis,Costas_Simitis,True,../known_faces\Costas_Simitis\Costas_Simitis_0002.jpg,../unknown_faces\Costas_Simitis_0005.jpg,
Costas_Simitis,Costas_Simitis,True,../known_faces\Costas_Simitis\Costas_Simitis_0002.jpg,../unknown_faces\Costas_Simitis_0006.jpg,0.4685906767845154
Courtney_Love,Cindy_Margolis,False,../known_faces\Cindy_Margolis\Cindy_Margolis_0001.jpg,../unknown_faces\Courtney_Love_0002.jpg,
Cristina_Fernandez,Constance_Marie,False,../known_faces\Constance_Marie\Constance_Marie_0001.jpg,../unknown_faces\Cristina_Fernandez_0002.jpg,
Cristina_Saralegui,Cristina_Saralegui,True,../known_faces\Cristina_Saralegui\Cristina_Saralegui_0001.jpg,../unknown_faces\Cristina_Saralegui_0002.jpg,0.30793631076812744
Cruz_Bustamante,Cruz_Bustamante,True,../known_faces\Cruz_Bustamante\Cruz_Bustamante_0001.jpg,../unknown_faces\Cruz_Bustamante_0003.jpg,0.4316316246986389
Cruz_Bustamante,Cruz_Bustamante,True,../known_faces\Cruz_Bustamante\Cruz_Bustamante_0001.jpg,../unknown_faces\Cruz_Bustamante_0004.jpg,0.16505840420722961
Cruz_Bustamante,Cruz_Bustamante,True,../known_faces\Cruz_Bustamante\Cruz_Bustamante_0001.jpg,../unknown_faces\Cruz_Bustamante_0005.jpg,0.373328298330307
Cyndi_Thompson,Cyndi_Thompson,True,../known_faces\Cyndi_Thompson\Cyndi_Thompson_0001.jpg,../unknown_faces\Cyndi_Thompson_0002.jpg,0.3266921639442444
Daisy_Fuentes,Daisy_Fuentes,True,../known_faces\Daisy_Fuentes\Daisy_Fuentes_0002.jpg,../unknown_faces\Daisy_Fuentes_0003.jpg,0.36108940839767456
Daisy_Fuentes,Daisy_Fuentes,True,../known_faces\Daisy_Fuentes\Daisy_Fuentes_0001.jpg,../unknown_faces\Daisy_Fuentes_0004.jpg,
Dai_Bachtiar,Dai_Bachtiar,True,../known_faces\Dai_Bachtiar\Dai_Bachtiar_0001.jpg,../unknown_faces\Dai_Bachtiar_0002.jpg,0.25271809101104736
Dalai_Lama,Edward_Lu,False,../known_faces\Edward_Lu\Edward_Lu_0001.jpg,../unknown_faces\Dalai_Lama_0002.jpg,
Dale_Earnhardt_Jr,Dale_Earnhardt_Jr,True,../known_faces\Dale_Earnhardt_Jr\Dale_Earnhardt_Jr_0002.jpg,../unknown_faces\Dale_Earnhardt_Jr_0003.jpg,0.479480504989624
Dale_Earnhardt_Jr,Dale_Earnhardt_Jr,True,../known_faces\Dale_Earnhardt_Jr\Dale_Earnhardt_Jr_0002.jpg,../unknown_faces\Dale_Earnhardt_Jr_0004.jpg,0.26169899106025696
Damon_van_Dam,Damon_van_Dam,True,../known_faces\Damon_van_Dam\Damon_van_Dam_0001.jpg,../unknown_faces\Damon_van_Dam_0002.jpg,0.46539825201034546
Daniela_Hantuchova,Daniela_Hantuchova,True,../known_faces\Daniela_Hantuchova\Daniela_Hantuchova_0001.jpg,../unknown_faces\Daniela_Hantuchova_0002.jpg,0.23366834223270416
Daniel_Day-Lewis,Daniel_Day-Lewis,True,../known_faces\Daniel_Day-Lewis\Daniel_Day-Lewis_0001.jpg,../unknown_faces\Daniel_Day-Lewis_0002.jpg,
Daniel_Day-Lewis,Daniel_Day-Lewis,True,../known_faces\Daniel_Day-Lewis\Daniel_Day-Lewis_0001.jpg,../unknown_faces\Daniel_Day-Lewis_0003.jpg,
Daniel_Radcliffe,Daniel_Radcliffe,True,../known_faces\Daniel_Radcliffe\Daniel_Radcliffe_0002.jpg,../unknown_faces\Daniel_Radcliffe_0003.jpg,
Daniel_Radcliffe,Daniel_Radcliffe,True,../known_faces\Daniel_Radcliffe\Daniel_Radcliffe_0001.jpg,../unknown_faces\Daniel_Radcliffe_0004.jpg,0.33674800395965576
Dan_Morales,Dan_Morales,True,../known_faces\Dan_Morales\Dan_Morales_0001.jpg,../unknown_faces\Dan_Morales_0002.jpg,0.4413878321647644
Dan_Morales,Dan_Morales,True,../known_faces\Dan_Morales\Dan_Morales_0001.jpg,../unknown_faces\Dan_Morales_0003.jpg,0.3835670053958893
Dan_Wheldon,Dan_Wheldon,True,../known_faces\Dan_Wheldon\Dan_Wheldon_0001.jpg,../unknown_faces\Dan_Wheldon_0002.jpg,
Darrell_Issa,Darrell_Issa,True,../known_faces\Darrell_Issa\Darrell_Issa_0001.jpg,../unknown_faces\Darrell_Issa_0002.jpg,
Darrell_Porter,Darrell_Porter,True,../known_faces\Darrell_Porter\Darrell_Porter_0001.jpg,../unknown_faces\Darrell_Porter_0002.jpg,
Darren_Clarke,Roger_Clemens,False,../known_faces\Roger_Clemens\Roger_Clemens_0001.jpg,../unknown_faces\Darren_Clarke_0002.jpg,
Daryl_Hannah,Daryl_Hannah,True,../known_faces\Daryl_Hannah\Daryl_Hannah_0001.jpg,../unknown_faces\Daryl_Hannah_0002.jpg,
Dave_Campo,Dave_Campo,True,../known_faces\Dave_Campo\Dave_Campo_0001.jpg,../unknown_faces\Dave_Campo_0002.jpg,0.36258959770202637
Dave_Campo,Dave_Campo,True,../known_faces\Dave_Campo\Dave_Campo_0001.jpg,../unknown_faces\Dave_Campo_0003.jpg,
David_Anderson,David_Anderson,True,../known_faces\David_Anderson\David_Anderson_0001.jpg,../unknown_faces\David_Anderson_0003.jpg,0.41756772994995117
David_Anderson,David_Anderson,True,../known_faces\David_Anderson\David_Anderson_0001.jpg,../unknown_faces\David_Anderson_0004.jpg,
David_Anderson,David_Anderson,True,../known_faces\David_Anderson\David_Anderson_0001.jpg,../unknown_faces\David_Anderson_0005.jpg,0.17677149176597595
David_Beckham,David_Beckham,True,../known_faces\David_Beckham\David_Beckham_0006.jpg,../unknown_faces\David_Beckham_0016.jpg,0.39171507954597473
David_Beckham,David_Beckham,True,../known_faces\David_Beckham\David_Beckham_0006.jpg,../unknown_faces\David_Beckham_0017.jpg,0.3808446526527405
David_Beckham,David_Beckham,True,../known_faces\David_Beckham\David_Beckham_0013.jpg,../unknown_faces\David_Beckham_0018.jpg,0.4207054078578949
David_Beckham,David_Beckham,True,../known_faces\David_Beckham\David_Beckham_0013.jpg,../unknown_faces\David_Beckham_0019.jpg,0.47146666049957275
David_Beckham,David_Beckham,True,../known_faces\David_Beckham\David_Beckham_0014.jpg,../unknown_faces\David_Beckham_0020.jpg,0.4731946289539337
David_Beckham,David_Beckham,True,../known_faces\David_Beckham\David_Beckham_0013.jpg,../unknown_faces\David_Beckham_0021.jpg,0.45036911964416504
David_Beckham,David_Beckham,True,../known_faces\David_Beckham\David_Beckham_0013.jpg,../unknown_faces\David_Beckham_0022.jpg,0.43949511647224426
David_Beckham,David_Beckham,True,../known_faces\David_Beckham\David_Beckham_0010.jpg,../unknown_faces\David_Beckham_0023.jpg,
David_Beckham,David_Beckham,True,../known_faces\David_Beckham\David_Beckham_0013.jpg,../unknown_faces\David_Beckham_0024.jpg,
David_Beckham,David_Beckham,True,../known_faces\David_Beckham\David_Beckham_0004.jpg,../unknown_faces\David_Beckham_0025.jpg,0.37092697620391846
David_Beckham,David_Beckham,True,../known_faces\David_Beckham\David_Beckham_0005.jpg,../unknown_faces\David_Beckham_0026.jpg,
David_Beckham,David_Beckham,True,../known_faces\David_Beckham\David_Beckham_0014.jpg,../unknown_faces\David_Beckham_0027.jpg,0.32759928703308105
David_Beckham,David_Beckham,True,../known_faces\David_Beckham\David_Beckham_0006.jpg,../unknown_faces\David_Beckham_0028.jpg,
David_Beckham,David_Beckham,True,../known_faces\David_Beckham\David_Beckham_0013.jpg,../unknown_faces\David_Beckham_0029.jpg,
David_Beckham,David_Beckham,True,../known_faces\David_Beckham\David_Beckham_0013.jpg,../unknown_faces\David_Beckham_0030.jpg,0.2831013798713684
David_Beckham,David_Beckham,True,../known_faces\David_Beckham\David_Beckham_0014.jpg,../unknown_faces\David_Beckham_0031.jpg,
David_Bell,David_Beckham,False,../known_faces\David_Beckham\David_Beckham_0008.jpg,../unknown_faces\David_Bell_0002.jpg,
David_Caraway,David_Caraway,True,../known_faces\David_Caraway\David_Caraway_0001.jpg,../unknown_faces\David_Caraway_0002.jpg,
David_Caruso,David_Caruso,True,../known_faces\David_Caruso\David_Caruso_0001.jpg,../unknown_faces\David_Caruso_0002.jpg,0.2939087748527527
David_Caruso,David_Caruso,True,../known_faces\David_Caruso\David_Caruso_0001.jpg,../unknown_faces\David_Caruso_0003.jpg,0.17142701148986816
David_Coulthard,David_Coulthard,True,../known_faces\David_Coulthard\David_Coulthard_0001.jpg,../unknown_faces\David_Coulthard_0002.jpg,
David_Dodge,David_Dodge,True,../known_faces\David_Dodge\David_Dodge_0001.jpg,../unknown_faces\David_Dodge_0002.jpg,
David_Heymann,David_Heymann,True,../known_faces\David_Heymann\David_Heymann_0002.jpg,../unknown_faces\David_Heymann_0003.jpg,
David_Heymann,David_Heymann,True,../known_faces\David_Heymann\David_Heymann_0002.jpg,../unknown_faces\David_Heymann_0004.jpg,0.1818949282169342
David_Heymann,David_Heymann,True,../known_faces\David_Heymann\David_Heymann_0002.jpg,../unknown_faces\David_Heymann_0005.jpg,
David_Heyman,David_Heyman,True,../known_faces\David_Heyman\David_Heyman_0001.jpg,../unknown_faces\David_Heyman_0002.jpg,0.15271562337875366
David_Hyde_Pierce,Stephen_Daldry,False,../known_faces\Stephen_Daldry\Stephen_Daldry_0001.jpg,../unknown_faces\David_Hyde_Pierce_0003.jpg,
David_Hyde_Pierce,David_Hyde_Pierce,True,../known_faces\David_Hyde_Pierce\David_Hyde_Pierce_0001.jpg,../unknown_faces\David_Hyde_Pierce_0004.jpg,0.4092169404029846
David_Kelley,David_Kelley,True,../known_faces\David_Kelley\David_Kelley_0001.jpg,../unknown_faces\David_Kelley_0002.jpg,0.357644259929657
David_Leahy,David_Trimble,False,../known_faces\David_Trimble\David_Trimble_0001.jpg,../unknown_faces\David_Leahy_0002.jpg,
David_Myers,David_Myers,True,../known_faces\David_Myers\David_Myers_0001.jpg,../unknown_faces\David_Myers_0002.jpg,
David_Nalbandian,David_Nalbandian,True,../known_faces\David_Nalbandian\David_Nalbandian_0006.jpg,../unknown_faces\David_Nalbandian_0008.jpg,
David_Nalbandian,David_Nalbandian,True,../known_faces\David_Nalbandian\David_Nalbandian_0006.jpg,../unknown_faces\David_Nalbandian_0009.jpg,
David_Nalbandian,David_Nalbandian,True,../known_faces\David_Nalbandian\David_Nalbandian_0007.jpg,../unknown_faces\David_Nalbandian_0010.jpg,0.45995765924453735
David_Nalbandian,David_Nalbandian,True,../known_faces\David_Nalbandian\David_Nalbandian_0006.jpg,../unknown_faces\David_Nalbandian_0011.jpg,0.41491520404815674
David_Nalbandian,David_Nalbandian,True,../known_faces\David_Nalbandian\David_Nalbandian_0006.jpg,../unknown_faces\David_Nalbandian_0012.jpg,
David_Nalbandian,David_Nalbandian,True,../known_faces\David_Nalbandian\David_Nalbandian_0006.jpg,../unknown_faces\David_Nalbandian_0013.jpg,0.396902859210968
David_Nalbandian,David_Nalbandian,True,../known_faces\David_Nalbandian\David_Nalbandian_0006.jpg,../unknown_faces\David_Nalbandian_0014.jpg,0.2903074324131012
David_Spade,David_Spade,True,../known_faces\David_Spade\David_Spade_0001.jpg,../unknown_faces\David_Spade_0002.jpg,
David_Stern,Serena_Williams,False,../known_faces\Serena_Williams\Serena_Williams_0018.jpg,../unknown_faces\David_Stern_0003.jpg,
David_Stern,David_Stern,True,../known_faces\David_Stern\David_Stern_0001.jpg,../unknown_faces\David_Stern_0004.jpg,0.24469490349292755
David_Trimble,David_Trimble,True,../known_faces\David_Trimble\David_Trimble_0001.jpg,../unknown_faces\David_Trimble_0003.jpg,0.36538708209991455
David_Trimble,David_Trimble,True,../known_faces\David_Trimble\David_Trimble_0001.jpg,../unknown_faces\David_Trimble_0004.jpg,0.2786962687969208
David_Trimble,David_Trimble,True,../known_faces\David_Trimble\David_Trimble_0002.jpg,../unknown_faces\David_Trimble_0005.jpg,0.2322809100151062
David_Wells,David_Wells,True,../known_faces\David_Wells\David_Wells_0001.jpg,../unknown_faces\David_Wells_0004.jpg,0.255632609128952
David_Wells,David_Wells,True,../known_faces\David_Wells\David_Wells_0003.jpg,../unknown_faces\David_Wells_0005.jpg,
David_Wells,David_Wells,True,../known_faces\David_Wells\David_Wells_0002.jpg,../unknown_faces\David_Wells_0006.jpg,
David_Wells,David_Wells,True,../known_faces\David_Wells\David_Wells_0001.jpg,../unknown_faces\David_Wells_0007.jpg,0.44569480419158936
David_Wolf,David_Wolf,True,../known_faces\David_Wolf\David_Wolf_0001.jpg,../unknown_faces\David_Wolf_0002.jpg,
Dean_Barkley,Dean_Barkley,True,../known_faces\Dean_Barkley\Dean_Barkley_0001.jpg,../unknown_faces\Dean_Barkley_0003.jpg,0.4941061735153198
Dean_Barkley,Dean_Barkley,True,../known_faces\Dean_Barkley\Dean_Barkley_0001.jpg,../unknown_faces\Dean_Barkley_0004.jpg,0.462201327085495
Debbie_Reynolds,Debbie_Reynolds,True,../known_faces\Debbie_Reynolds\Debbie_Reynolds_0002.jpg,../unknown_faces\Debbie_Reynolds_0003.jpg,0.15853023529052734
Debbie_Reynolds,Debbie_Reynolds,True,../known_faces\Debbie_Reynolds\Debbie_Reynolds_0002.jpg,../unknown_faces\Debbie_Reynolds_0004.jpg,0.23149050772190094
Debra_Brown,Debra_Brown,True,../known_faces\Debra_Brown\Debra_Brown_0001.jpg,../unknown_faces\Debra_Brown_0002.jpg,0.38724082708358765
Debra_Messing,Olivia_Newton-John,False,../known_faces\Olivia_Newton-John\Olivia_Newton-John_0001.jpg,../unknown_faces\Debra_Messing_0002.jpg,
Debra_Messing,Debra_Messing,True,../known_faces\Debra_Messing\Debra_Messing_0001.jpg,../unknown_faces\Debra_Messing_0003.jpg,
Demetrius_Ferraciu,Emanuel_Ginobili,False,../known_faces\Emanuel_Ginobili\Emanuel_Ginobili_0002.jpg,../unknown_faces\Demetrius_Ferraciu_0002.jpg,
Demi_Moore,Demi_Moore,True,../known_faces\Demi_Moore\Demi_Moore_0001.jpg,../unknown_faces\Demi_Moore_0003.jpg,
Demi_Moore,Demi_Moore,True,../known_faces\Demi_Moore\Demi_Moore_0001.jpg,../unknown_faces\Demi_Moore_0004.jpg,
Denise_Johnson,Oprah_Winfrey,False,../known_faces\Oprah_Winfrey\Oprah_Winfrey_0001.jpg,../unknown_faces\Denise_Johnson_0002.jpg,
Dennis_Erickson,Dennis_Erickson,True,../known_faces\Dennis_Erickson\Dennis_Erickson_0001.jpg,../unknown_faces\Dennis_Erickson_0002.jpg,0.28527501225471497
Dennis_Hastert,Dennis_Hastert,True,../known_faces\Dennis_Hastert\Dennis_Hastert_0003.jpg,../unknown_faces\Dennis_Hastert_0004.jpg,0.489060640335083
Dennis_Hastert,Dennis_Hastert,True,../known_faces\Dennis_Hastert\Dennis_Hastert_0003.jpg,../unknown_faces\Dennis_Hastert_0005.jpg,0.3023023009300232
Dennis_Hastert,Dennis_Hastert,True,../known_faces\Dennis_Hastert\Dennis_Hastert_0001.jpg,../unknown_faces\Dennis_Hastert_0006.jpg,0.45413070917129517
Dennis_Kozlowski,Dennis_Kozlowski,True,../known_faces\Dennis_Kozlowski\Dennis_Kozlowski_0001.jpg,../unknown_faces\Dennis_Kozlowski_0002.jpg,
Dennis_Kucinich,Dennis_Kucinich,True,../known_faces\Dennis_Kucinich\Dennis_Kucinich_0002.jpg,../unknown_faces\Dennis_Kucinich_0004.jpg,0.23342153429985046
Dennis_Kucinich,Dennis_Kucinich,True,../known_faces\Dennis_Kucinich\Dennis_Kucinich_0002.jpg,../unknown_faces\Dennis_Kucinich_0005.jpg,0.46754753589630127
Dennis_Kucinich,Dennis_Kucinich,True,../known_faces\Dennis_Kucinich\Dennis_Kucinich_0003.jpg,../unknown_faces\Dennis_Kucinich_0006.jpg,
Dennis_Kucinich,Dennis_Kucinich,True,../known_faces\Dennis_Kucinich\Dennis_Kucinich_0002.jpg,../unknown_faces\Dennis_Kucinich_0007.jpg,0.4235140085220337
Dennis_Powell,Joe_Lieberman,False,../known_faces\Joe_Lieberman\Joe_Lieberman_0006.jpg,../unknown_faces\Dennis_Powell_0002.jpg,
Denzel_Washington,Denzel_Washington,True,../known_faces\Denzel_Washington\Denzel_Washington_0001.jpg,../unknown_faces\Denzel_Washington_0003.jpg,0.15474042296409607
Denzel_Washington,Denzel_Washington,True,../known_faces\Denzel_Washington\Denzel_Washington_0002.jpg,../unknown_faces\Denzel_Washington_0004.jpg,
Denzel_Washington,Denzel_Washington,True,../known_faces\Denzel_Washington\Denzel_Washington_0002.jpg,../unknown_faces\Denzel_Washington_0005.jpg,0.3865515887737274
Derek_Jeter,Derek_Jeter,True,../known_faces\Derek_Jeter\Derek_Jeter_0002.jpg,../unknown_faces\Derek_Jeter_0003.jpg,
Derek_Jeter,Derek_Jeter,True,../known_faces\Derek_Jeter\Derek_Jeter_0001.jpg,../unknown_faces\Derek_Jeter_0004.jpg,
Derek_Lowe,Derek_Lowe,True,../known_faces\Derek_Lowe\Derek_Lowe_0001.jpg,../unknown_faces\Derek_Lowe_0002.jpg,
Desiree_Lemosi,Desiree_Lemosi,True,../known_faces\Desiree_Lemosi\Desiree_Lemosi_0001.jpg,../unknown_faces\Desiree_Lemosi_0002.jpg,
Dexter_Jackson,Dexter_Jackson,True,../known_faces\Dexter_Jackson\Dexter_Jackson_0001.jpg,../unknown_faces\Dexter_Jackson_0002.jpg,0.4120698571205139
Diana_Krall,Diana_Krall,True,../known_faces\Diana_Krall\Diana_Krall_0002.jpg,../unknown_faces\Diana_Krall_0004.jpg,0.4463990330696106
Diana_Krall,Diana_Krall,True,../known_faces\Diana_Krall\Diana_Krall_0002.jpg,../unknown_faces\Diana_Krall_0005.jpg,0.36238887906074524
Diana_Krall,Diana_Krall,True,../known_faces\Diana_Krall\Diana_Krall_0001.jpg,../unknown_faces\Diana_Krall_0006.jpg,0.4078925848007202
Diana_Munz,Diana_Munz,True,../known_faces\Diana_Munz\Diana_Munz_0001.jpg,../unknown_faces\Diana_Munz_0002.jpg,0.09524739533662796
Diana_Munz,Diana_Munz,True,../known_faces\Diana_Munz\Diana_Munz_0001.jpg,../unknown_faces\Diana_Munz_0003.jpg,0.275900274515152
Diana_Taurasi,Diana_Taurasi,True,../known_faces\Diana_Taurasi\Diana_Taurasi_0001.jpg,../unknown_faces\Diana_Taurasi_0002.jpg,0.46140196919441223
Diane_Green,Diane_Green,True,../known_faces\Diane_Green\Diane_Green_0001.jpg,../unknown_faces\Diane_Green_0002.jpg,
Dianne_Feinstein,Sila_Calderon,False,../known_faces\Sila_Calderon\Sila_Calderon_0002.jpg,../unknown_faces\Dianne_Feinstein_0002.jpg,
Dianne_Feinstein,Sila_Calderon,False,../known_faces\Sila_Calderon\Sila_Calderon_0002.jpg,../unknown_faces\Dianne_Feinstein_0003.jpg,
Dick_Cheney,Dick_Cheney,True,../known_faces\Dick_Cheney\Dick_Cheney_0007.jpg,../unknown_faces\Dick_Cheney_0008.jpg,0.26509302854537964
Dick_Cheney,Dick_Cheney,True,../known_faces\Dick_Cheney\Dick_Cheney_0007.jpg,../unknown_faces\Dick_Cheney_0009.jpg,0.20125402510166168
Dick_Cheney,Dick_Cheney,True,../known_faces\Dick_Cheney\Dick_Cheney_0004.jpg,../unknown_faces\Dick_Cheney_0010.jpg,0.46567976474761963
Dick_Cheney,Dick_Cheney,True,../known_faces\Dick_Cheney\Dick_Cheney_0004.jpg,../unknown_faces\Dick_Cheney_0011.jpg,0.3977589011192322
Dick_Cheney,Dick_Cheney,True,../known_faces\Dick_Cheney\Dick_Cheney_0006.jpg,../unknown_faces\Dick_Cheney_0012.jpg,0.2766842246055603
Dick_Cheney,Dick_Cheney,True,../known_faces\Dick_Cheney\Dick_Cheney_0007.jpg,../unknown_faces\Dick_Cheney_0013.jpg,0.17944848537445068
Dick_Cheney,Dick_Cheney,True,../known_faces\Dick_Cheney\Dick_Cheney_0007.jpg,../unknown_faces\Dick_Cheney_0014.jpg,0.32960158586502075
Dick_Clark,Dick_Clark,True,../known_faces\Dick_Clark\Dick_Clark_0001.jpg,../unknown_faces\Dick_Clark_0002.jpg,0.4026607871055603
Dick_Clark,Dick_Clark,True,../known_faces\Dick_Clark\Dick_Clark_0001.jpg,../unknown_faces\Dick_Clark_0003.jpg,0.484649658203125
Dick_Latessa,Raymond_Odierno,False,../known_faces\Raymond_Odierno\Raymond_Odierno_0001.jpg,../unknown_faces\Dick_Latessa_0002.jpg,
Dick_Vermeil,Donald_Rumsfeld,False,../known_faces\Donald_Rumsfeld\Donald_Rumsfeld_0033.jpg,../unknown_faces\Dick_Vermeil_0002.jpg,
Dino_de_Laurentis,Dino_de_Laurentis,True,../known_faces\Dino_de_Laurentis\Dino_de_Laurentis_0001.jpg,../unknown_faces\Dino_de_Laurentis_0002.jpg,0.2925269603729248
Dolly_Parton,Dolly_Parton,True,../known_faces\Dolly_Parton\Dolly_Parton_0001.jpg,../unknown_faces\Dolly_Parton_0002.jpg,0.41854405403137207
Dolma_Tsering,Dolma_Tsering,True,../known_faces\Dolma_Tsering\Dolma_Tsering_0001.jpg,../unknown_faces\Dolma_Tsering_0002.jpg,0.3355756998062134
Dominik_Garcia-Lorido,Dominik_Garcia-Lorido,True,../known_faces\Dominik_Garcia-Lorido\Dominik_Garcia-Lorido_0001.jpg,../unknown_faces\Dominik_Garcia-Lorido_0002.jpg,
Dominique_de_Villepin,Dominique_de_Villepin,True,../known_faces\Dominique_de_Villepin\Dominique_de_Villepin_0001.jpg,../unknown_faces\Dominique_de_Villepin_0008.jpg,0.324830025434494
Dominique_de_Villepin,Dominique_de_Villepin,True,../known_faces\Dominique_de_Villepin\Dominique_de_Villepin_0006.jpg,../unknown_faces\Dominique_de_Villepin_0009.jpg,0.37728598713874817
Dominique_de_Villepin,Dominique_de_Villepin,True,../known_faces\Dominique_de_Villepin\Dominique_de_Villepin_0001.jpg,../unknown_faces\Dominique_de_Villepin_0010.jpg,0.37857910990715027
Dominique_de_Villepin,Dominique_de_Villepin,True,../known_faces\Dominique_de_Villepin\Dominique_de_Villepin_0002.jpg,../unknown_faces\Dominique_de_Villepin_0011.jpg,0.2829214334487915
Dominique_de_Villepin,Dominique_de_Villepin,True,../known_faces\Dominique_de_Villepin\Dominique_de_Villepin_0005.jpg,../unknown_faces\Dominique_de_Villepin_0012.jpg,0.352312833070755
Dominique_de_Villepin,Robert_Blake,False,../known_faces\Robert_Blake\Robert_Blake_0001.jpg,../unknown_faces\Dominique_de_Villepin_0013.jpg,
Dominique_de_Villepin,Dominique_de_Villepin,True,../known_faces\Dominique_de_Villepin\Dominique_de_Villepin_0003.jpg,../unknown_faces\Dominique_de_Villepin_0014.jpg,0.32442712783813477
Dominique_de_Villepin,Dominique_de_Villepin,True,../known_faces\Dominique_de_Villepin\Dominique_de_Villepin_0003.jpg,../unknown_faces\Dominique_de_Villepin_0015.jpg,0.38294029235839844
Donald_Evans,Donald_Evans,True,../known_faces\Donald_Evans\Donald_Evans_0001.jpg,../unknown_faces\Donald_Evans_0002.jpg,0.29629281163215637
Donald_Fehr,Donald_Fehr,True,../known_faces\Donald_Fehr\Donald_Fehr_0002.jpg,../unknown_faces\Donald_Fehr_0003.jpg,0.410082072019577
Donald_Fehr,Donald_Fehr,True,../known_faces\Donald_Fehr\Donald_Fehr_0002.jpg,../unknown_faces\Donald_Fehr_0004.jpg,0.433663934469223
Donald_Pettit,Donald_Pettit,True,../known_faces\Donald_Pettit\Donald_Pettit_0001.jpg,../unknown_faces\Donald_Pettit_0002.jpg,
Donald_Pettit,Donald_Pettit,True,../known_faces\Donald_Pettit\Donald_Pettit_0001.jpg,../unknown_faces\Donald_Pettit_0003.jpg,0.4997372627258301
Donald_Rumsfeld,Donald_Rumsfeld,True,../known_faces\Donald_Rumsfeld\Donald_Rumsfeld_0045.jpg,../unknown_faces\Donald_Rumsfeld_0061.jpg,0.2038382887840271
Donald_Rumsfeld,Donald_Rumsfeld,True,../known_faces\Donald_Rumsfeld\Donald_Rumsfeld_0057.jpg,../unknown_faces\Donald_Rumsfeld_0062.jpg,0.19111859798431396
