actual_name,predicted_name,is_correct,predicted_image_path,known_image_path
Christine_Baumgartner,Christine_Baumgartner,True,../known_faces\Christine_Baumgartner\Christine_Baumgartner_0001.jpg,../unknown_faces\Christine_Baumgartner_0003.jpg
Christine_Baumgartner,Christine_Baumgartner,True,../known_faces\Christine_Baumgartner\Christine_Baumgartner_0001.jpg,../unknown_faces\Christine_Baumgartner_0004.jpg
Christine_Baumgartner,Christine_Baumgartner,True,../known_faces\Christine_Baumgartner\Christine_Baumgartner_0001.jpg,../unknown_faces\Christine_Baumgartner_0005.jpg
Christine_Ebersole,Christine_Ebersole,True,../known_faces\Christine_Ebersole\Christine_Ebersole_0001.jpg,../unknown_faces\Christine_Ebersole_0002.jpg
Christine_Gregoire,Christine_Gregoire,True,../known_faces\Christine_Gregoire\Christine_Gregoire_0001.jpg,../unknown_faces\Christine_Gregoire_0003.jpg
Christine_Gregoire,Christine_Gregoire,True,../known_faces\Christine_Gregoire\Christine_Gregoire_0001.jpg,../unknown_faces\Christine_Gregoire_0004.jpg
Christine_Todd_Whitman,Christine_Todd_Whitman,True,../known_faces\Christine_Todd_Whitman\Christine_Todd_Whitman_0001.jpg,../unknown_faces\Christine_Todd_Whitman_0004.jpg
Christine_Todd_Whitman,Tom_Daschle,False,../known_faces\Tom_Daschle\Tom_Daschle_0004.jpg,../unknown_faces\Christine_Todd_Whitman_0005.jpg
Christine_Todd_Whitman,Christine_Todd_Whitman,True,../known_faces\Christine_Todd_Whitman\Christine_Todd_Whitman_0001.jpg,../unknown_faces\Christine_Todd_Whitman_0006.jpg
Christopher_Patten,Christopher_Patten,True,../known_faces\Christopher_Patten\Christopher_Patten_0001.jpg,../unknown_faces\Christopher_Patten_0002.jpg
Christopher_Reeve,Christopher_Reeve,True,../known_faces\Christopher_Reeve\Christopher_Reeve_0002.jpg,../unknown_faces\Christopher_Reeve_0003.jpg
Christopher_Reeve,Christopher_Reeve,True,../known_faces\Christopher_Reeve\Christopher_Reeve_0002.jpg,../unknown_faces\Christopher_Reeve_0004.jpg
Christopher_Walken,Christopher_Walken,True,../known_faces\Christopher_Walken\Christopher_Walken_0001.jpg,../unknown_faces\Christopher_Walken_0003.jpg
Christopher_Walken,Christopher_Walken,True,../known_faces\Christopher_Walken\Christopher_Walken_0001.jpg,../unknown_faces\Christopher_Walken_0004.jpg
Chris_Bell,Chris_Bell,True,../known_faces\Chris_Bell\Chris_Bell_0001.jpg,../unknown_faces\Chris_Bell_0002.jpg
Chris_Byrd,Chris_Byrd,True,../known_faces\Chris_Byrd\Chris_Byrd_0001.jpg,../unknown_faces\Chris_Byrd_0002.jpg
Chris_Cooper,Chris_Cooper,True,../known_faces\Chris_Cooper\Chris_Cooper_0001.jpg,../unknown_faces\Chris_Cooper_0002.jpg
Chris_Rock,Chris_Rock,True,../known_faces\Chris_Rock\Chris_Rock_0001.jpg,../unknown_faces\Chris_Rock_0002.jpg
Chris_Tucker,Chris_Tucker,True,../known_faces\Chris_Tucker\Chris_Tucker_0001.jpg,../unknown_faces\Chris_Tucker_0002.jpg
Chuck_Amato,Chuck_Amato,True,../known_faces\Chuck_Amato\Chuck_Amato_0001.jpg,../unknown_faces\Chuck_Amato_0002.jpg
Chuck_Yeager,Chuck_Yeager,True,../known_faces\Chuck_Yeager\Chuck_Yeager_0001.jpg,../unknown_faces\Chuck_Yeager_0002.jpg
Chung_Mong-hun,Jong_Thae_Hwa,False,../known_faces\Jong_Thae_Hwa\Jong_Thae_Hwa_0001.jpg,../unknown_faces\Chung_Mong-hun_0002.jpg
Chung_Mong-joon,Chung_Mong-joon,True,../known_faces\Chung_Mong-joon\Chung_Mong-joon_0001.jpg,../unknown_faces\Chung_Mong-joon_0002.jpg
Cindy_Crawford,Cindy_Crawford,True,../known_faces\Cindy_Crawford\Cindy_Crawford_0001.jpg,../unknown_faces\Cindy_Crawford_0002.jpg
Cindy_Crawford,Cindy_Crawford,True,../known_faces\Cindy_Crawford\Cindy_Crawford_0001.jpg,../unknown_faces\Cindy_Crawford_0003.jpg
Cindy_Margolis,Cindy_Margolis,True,../known_faces\Cindy_Margolis\Cindy_Margolis_0001.jpg,../unknown_faces\Cindy_Margolis_0002.jpg
Ciro_Gomes,Ciro_Gomes,True,../known_faces\Ciro_Gomes\Ciro_Gomes_0002.jpg,../unknown_faces\Ciro_Gomes_0003.jpg
Ciro_Gomes,Ciro_Gomes,True,../known_faces\Ciro_Gomes\Ciro_Gomes_0001.jpg,../unknown_faces\Ciro_Gomes_0004.jpg
Ciro_Gomes,Ciro_Gomes,True,../known_faces\Ciro_Gomes\Ciro_Gomes_0001.jpg,../unknown_faces\Ciro_Gomes_0005.jpg
Claire_Danes,Claire_Danes,True,../known_faces\Claire_Danes\Claire_Danes_0001.jpg,../unknown_faces\Claire_Danes_0002.jpg
Claire_Danes,Claire_Danes,True,../known_faces\Claire_Danes\Claire_Danes_0001.jpg,../unknown_faces\Claire_Danes_0003.jpg
Claire_Hentzen,Claire_Hentzen,True,../known_faces\Claire_Hentzen\Claire_Hentzen_0001.jpg,../unknown_faces\Claire_Hentzen_0002.jpg
Claire_Leger,Claire_Leger,True,../known_faces\Claire_Leger\Claire_Leger_0001.jpg,../unknown_faces\Claire_Leger_0002.jpg
Clara_Harris,Clara_Harris,True,../known_faces\Clara_Harris\Clara_Harris_0001.jpg,../unknown_faces\Clara_Harris_0003.jpg
Clara_Harris,Clara_Harris,True,../known_faces\Clara_Harris\Clara_Harris_0002.jpg,../unknown_faces\Clara_Harris_0004.jpg
Clara_Harris,Clara_Harris,True,../known_faces\Clara_Harris\Clara_Harris_0001.jpg,../unknown_faces\Clara_Harris_0005.jpg
Clare_Short,Clare_Short,True,../known_faces\Clare_Short\Clare_Short_0002.jpg,../unknown_faces\Clare_Short_0003.jpg
Clare_Short,Clare_Short,True,../known_faces\Clare_Short\Clare_Short_0002.jpg,../unknown_faces\Clare_Short_0004.jpg
Claudia_Pechstein,Claudia_Pechstein,True,../known_faces\Claudia_Pechstein\Claudia_Pechstein_0001.jpg,../unknown_faces\Claudia_Pechstein_0003.jpg
Claudia_Pechstein,Claudia_Pechstein,True,../known_faces\Claudia_Pechstein\Claudia_Pechstein_0002.jpg,../unknown_faces\Claudia_Pechstein_0004.jpg
Claudia_Pechstein,Ken_Macha,False,../known_faces\Ken_Macha\Ken_Macha_0001.jpg,../unknown_faces\Claudia_Pechstein_0005.jpg
Claudia_Schiffer,Claudia_Schiffer,True,../known_faces\Claudia_Schiffer\Claudia_Schiffer_0001.jpg,../unknown_faces\Claudia_Schiffer_0002.jpg
Claudia_Schiffer,Claudia_Schiffer,True,../known_faces\Claudia_Schiffer\Claudia_Schiffer_0001.jpg,../unknown_faces\Claudia_Schiffer_0003.jpg
Clay_Aiken,Clay_Aiken,True,../known_faces\Clay_Aiken\Clay_Aiken_0003.jpg,../unknown_faces\Clay_Aiken_0004.jpg
Clay_Aiken,Clay_Aiken,True,../known_faces\Clay_Aiken\Clay_Aiken_0003.jpg,../unknown_faces\Clay_Aiken_0005.jpg
Clay_Aiken,Clay_Aiken,True,../known_faces\Clay_Aiken\Clay_Aiken_0001.jpg,../unknown_faces\Clay_Aiken_0006.jpg
Clint_Eastwood,Clint_Eastwood,True,../known_faces\Clint_Eastwood\Clint_Eastwood_0002.jpg,../unknown_faces\Clint_Eastwood_0004.jpg
Clint_Eastwood,Clint_Eastwood,True,../known_faces\Clint_Eastwood\Clint_Eastwood_0001.jpg,../unknown_faces\Clint_Eastwood_0005.jpg
Clint_Eastwood,Clint_Eastwood,True,../known_faces\Clint_Eastwood\Clint_Eastwood_0002.jpg,../unknown_faces\Clint_Eastwood_0006.jpg
Colin_Farrell,Colin_Farrell,True,../known_faces\Colin_Farrell\Colin_Farrell_0002.jpg,../unknown_faces\Colin_Farrell_0005.jpg
Colin_Farrell,Colin_Farrell,True,../known_faces\Colin_Farrell\Colin_Farrell_0003.jpg,../unknown_faces\Colin_Farrell_0006.jpg
Colin_Farrell,Colin_Farrell,True,../known_faces\Colin_Farrell\Colin_Farrell_0002.jpg,../unknown_faces\Colin_Farrell_0007.jpg
Colin_Farrell,Colin_Farrell,True,../known_faces\Colin_Farrell\Colin_Farrell_0003.jpg,../unknown_faces\Colin_Farrell_0008.jpg
Colin_Farrell,Colin_Farrell,True,../known_faces\Colin_Farrell\Colin_Farrell_0002.jpg,../unknown_faces\Colin_Farrell_0009.jpg
Colin_Jackson,Colin_Jackson,True,../known_faces\Colin_Jackson\Colin_Jackson_0001.jpg,../unknown_faces\Colin_Jackson_0002.jpg
Colin_Montgomerie,Colin_Montgomerie,True,../known_faces\Colin_Montgomerie\Colin_Montgomerie_0001.jpg,../unknown_faces\Colin_Montgomerie_0003.jpg
Colin_Montgomerie,Colin_Montgomerie,True,../known_faces\Colin_Montgomerie\Colin_Montgomerie_0002.jpg,../unknown_faces\Colin_Montgomerie_0004.jpg
Colin_Montgomerie,Colin_Montgomerie,True,../known_faces\Colin_Montgomerie\Colin_Montgomerie_0002.jpg,../unknown_faces\Colin_Montgomerie_0005.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0114.jpg,../unknown_faces\Colin_Powell_0119.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0105.jpg,../unknown_faces\Colin_Powell_0120.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0031.jpg,../unknown_faces\Colin_Powell_0121.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0115.jpg,../unknown_faces\Colin_Powell_0122.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0009.jpg,../unknown_faces\Colin_Powell_0123.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0075.jpg,../unknown_faces\Colin_Powell_0124.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0038.jpg,../unknown_faces\Colin_Powell_0125.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0055.jpg,../unknown_faces\Colin_Powell_0126.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0030.jpg,../unknown_faces\Colin_Powell_0127.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0020.jpg,../unknown_faces\Colin_Powell_0128.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0042.jpg,../unknown_faces\Colin_Powell_0129.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0031.jpg,../unknown_faces\Colin_Powell_0130.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0078.jpg,../unknown_faces\Colin_Powell_0131.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0020.jpg,../unknown_faces\Colin_Powell_0132.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0116.jpg,../unknown_faces\Colin_Powell_0133.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0009.jpg,../unknown_faces\Colin_Powell_0134.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0070.jpg,../unknown_faces\Colin_Powell_0135.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0075.jpg,../unknown_faces\Colin_Powell_0136.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0105.jpg,../unknown_faces\Colin_Powell_0137.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0105.jpg,../unknown_faces\Colin_Powell_0138.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0078.jpg,../unknown_faces\Colin_Powell_0139.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0044.jpg,../unknown_faces\Colin_Powell_0140.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0078.jpg,../unknown_faces\Colin_Powell_0141.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0093.jpg,../unknown_faces\Colin_Powell_0142.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0055.jpg,../unknown_faces\Colin_Powell_0143.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0078.jpg,../unknown_faces\Colin_Powell_0144.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0065.jpg,../unknown_faces\Colin_Powell_0145.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0082.jpg,../unknown_faces\Colin_Powell_0146.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0074.jpg,../unknown_faces\Colin_Powell_0147.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0105.jpg,../unknown_faces\Colin_Powell_0148.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0078.jpg,../unknown_faces\Colin_Powell_0149.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0067.jpg,../unknown_faces\Colin_Powell_0150.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0005.jpg,../unknown_faces\Colin_Powell_0151.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0005.jpg,../unknown_faces\Colin_Powell_0152.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0005.jpg,../unknown_faces\Colin_Powell_0153.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0067.jpg,../unknown_faces\Colin_Powell_0154.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0078.jpg,../unknown_faces\Colin_Powell_0155.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0105.jpg,../unknown_faces\Colin_Powell_0156.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0105.jpg,../unknown_faces\Colin_Powell_0157.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0117.jpg,../unknown_faces\Colin_Powell_0158.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0012.jpg,../unknown_faces\Colin_Powell_0159.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0055.jpg,../unknown_faces\Colin_Powell_0160.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0074.jpg,../unknown_faces\Colin_Powell_0161.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0077.jpg,../unknown_faces\Colin_Powell_0162.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0033.jpg,../unknown_faces\Colin_Powell_0163.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0060.jpg,../unknown_faces\Colin_Powell_0164.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0105.jpg,../unknown_faces\Colin_Powell_0165.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0096.jpg,../unknown_faces\Colin_Powell_0166.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0045.jpg,../unknown_faces\Colin_Powell_0167.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0045.jpg,../unknown_faces\Colin_Powell_0168.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0118.jpg,../unknown_faces\Colin_Powell_0169.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0033.jpg,../unknown_faces\Colin_Powell_0170.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0006.jpg,../unknown_faces\Colin_Powell_0171.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0103.jpg,../unknown_faces\Colin_Powell_0172.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0053.jpg,../unknown_faces\Colin_Powell_0173.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0104.jpg,../unknown_faces\Colin_Powell_0174.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0090.jpg,../unknown_faces\Colin_Powell_0175.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0104.jpg,../unknown_faces\Colin_Powell_0176.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0118.jpg,../unknown_faces\Colin_Powell_0177.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0105.jpg,../unknown_faces\Colin_Powell_0178.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0044.jpg,../unknown_faces\Colin_Powell_0179.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0025.jpg,../unknown_faces\Colin_Powell_0180.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0074.jpg,../unknown_faces\Colin_Powell_0181.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0078.jpg,../unknown_faces\Colin_Powell_0182.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0076.jpg,../unknown_faces\Colin_Powell_0183.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0055.jpg,../unknown_faces\Colin_Powell_0184.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0013.jpg,../unknown_faces\Colin_Powell_0185.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0033.jpg,../unknown_faces\Colin_Powell_0186.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0104.jpg,../unknown_faces\Colin_Powell_0187.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0078.jpg,../unknown_faces\Colin_Powell_0188.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0047.jpg,../unknown_faces\Colin_Powell_0189.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0074.jpg,../unknown_faces\Colin_Powell_0190.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0060.jpg,../unknown_faces\Colin_Powell_0191.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0031.jpg,../unknown_faces\Colin_Powell_0192.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0078.jpg,../unknown_faces\Colin_Powell_0193.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0060.jpg,../unknown_faces\Colin_Powell_0194.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0118.jpg,../unknown_faces\Colin_Powell_0195.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0019.jpg,../unknown_faces\Colin_Powell_0196.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0040.jpg,../unknown_faces\Colin_Powell_0197.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0082.jpg,../unknown_faces\Colin_Powell_0198.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0060.jpg,../unknown_faces\Colin_Powell_0199.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0060.jpg,../unknown_faces\Colin_Powell_0200.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0012.jpg,../unknown_faces\Colin_Powell_0201.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0078.jpg,../unknown_faces\Colin_Powell_0202.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0035.jpg,../unknown_faces\Colin_Powell_0203.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0105.jpg,../unknown_faces\Colin_Powell_0204.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0092.jpg,../unknown_faces\Colin_Powell_0205.jpg
Colin_Powell,Tom_Ridge,False,../known_faces\Tom_Ridge\Tom_Ridge_0011.jpg,../unknown_faces\Colin_Powell_0206.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0044.jpg,../unknown_faces\Colin_Powell_0207.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0044.jpg,../unknown_faces\Colin_Powell_0208.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0095.jpg,../unknown_faces\Colin_Powell_0209.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0113.jpg,../unknown_faces\Colin_Powell_0210.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0060.jpg,../unknown_faces\Colin_Powell_0211.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0064.jpg,../unknown_faces\Colin_Powell_0212.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0064.jpg,../unknown_faces\Colin_Powell_0213.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0105.jpg,../unknown_faces\Colin_Powell_0214.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0035.jpg,../unknown_faces\Colin_Powell_0215.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0006.jpg,../unknown_faces\Colin_Powell_0216.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0011.jpg,../unknown_faces\Colin_Powell_0217.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0105.jpg,../unknown_faces\Colin_Powell_0218.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0016.jpg,../unknown_faces\Colin_Powell_0219.jpg
Colin_Powell,Yashwant_Sinha,False,../known_faces\Yashwant_Sinha\Yashwant_Sinha_0002.jpg,../unknown_faces\Colin_Powell_0220.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0040.jpg,../unknown_faces\Colin_Powell_0221.jpg
Colin_Powell,George_W_Bush,False,../known_faces\George_W_Bush\George_W_Bush_0056.jpg,../unknown_faces\Colin_Powell_0222.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0018.jpg,../unknown_faces\Colin_Powell_0223.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0108.jpg,../unknown_faces\Colin_Powell_0224.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0045.jpg,../unknown_faces\Colin_Powell_0225.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0110.jpg,../unknown_faces\Colin_Powell_0226.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0118.jpg,../unknown_faces\Colin_Powell_0227.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0071.jpg,../unknown_faces\Colin_Powell_0228.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0035.jpg,../unknown_faces\Colin_Powell_0229.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0078.jpg,../unknown_faces\Colin_Powell_0230.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0103.jpg,../unknown_faces\Colin_Powell_0231.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0005.jpg,../unknown_faces\Colin_Powell_0232.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0031.jpg,../unknown_faces\Colin_Powell_0233.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0028.jpg,../unknown_faces\Colin_Powell_0234.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0117.jpg,../unknown_faces\Colin_Powell_0235.jpg
Colin_Powell,Colin_Powell,True,../known_faces\Colin_Powell\Colin_Powell_0013.jpg,../unknown_faces\Colin_Powell_0236.jpg
Conan_OBrien,Conan_OBrien,True,../known_faces\Conan_OBrien\Conan_OBrien_0002.jpg,../unknown_faces\Conan_OBrien_0003.jpg
Conan_OBrien,Conan_OBrien,True,../known_faces\Conan_OBrien\Conan_OBrien_0002.jpg,../unknown_faces\Conan_OBrien_0004.jpg
Conchita_Martinez,Conchita_Martinez,True,../known_faces\Conchita_Martinez\Conchita_Martinez_0001.jpg,../unknown_faces\Conchita_Martinez_0002.jpg
Conchita_Martinez,Conchita_Martinez,True,../known_faces\Conchita_Martinez\Conchita_Martinez_0001.jpg,../unknown_faces\Conchita_Martinez_0003.jpg
Condoleezza_Rice,Condoleezza_Rice,True,../known_faces\Condoleezza_Rice\Condoleezza_Rice_0004.jpg,../unknown_faces\Condoleezza_Rice_0006.jpg
Condoleezza_Rice,Condoleezza_Rice,True,../known_faces\Condoleezza_Rice\Condoleezza_Rice_0002.jpg,../unknown_faces\Condoleezza_Rice_0007.jpg
Condoleezza_Rice,Condoleezza_Rice,True,../known_faces\Condoleezza_Rice\Condoleezza_Rice_0002.jpg,../unknown_faces\Condoleezza_Rice_0008.jpg
Condoleezza_Rice,Condoleezza_Rice,True,../known_faces\Condoleezza_Rice\Condoleezza_Rice_0002.jpg,../unknown_faces\Condoleezza_Rice_0009.jpg
Condoleezza_Rice,Condoleezza_Rice,True,../known_faces\Condoleezza_Rice\Condoleezza_Rice_0002.jpg,../unknown_faces\Condoleezza_Rice_0010.jpg
Condoleezza_Rice,Condoleezza_Rice,True,../known_faces\Condoleezza_Rice\Condoleezza_Rice_0003.jpg,../unknown_faces\Condoleezza_Rice_0011.jpg
Constance_Marie,Erika_Harold,False,../known_faces\Erika_Harold\Erika_Harold_0002.jpg,../unknown_faces\Constance_Marie_0002.jpg
Constance_Marie,Laura_Hernandez,False,../known_faces\Laura_Hernandez\Laura_Hernandez_0001.jpg,../unknown_faces\Constance_Marie_0003.jpg
Coretta_Scott_King,Ashanti,False,../known_faces\Ashanti\Ashanti_0002.jpg,../unknown_faces\Coretta_Scott_King_0002.jpg
Coretta_Scott_King,Coretta_Scott_King,True,../known_faces\Coretta_Scott_King\Coretta_Scott_King_0001.jpg,../unknown_faces\Coretta_Scott_King_0003.jpg
